respondent_id,respondent_type,business_name,state,occupation_or_business_type,household_size,num_employees,monthly_household_income,monthly_business_revenue,energy_source,grid_hours_per_day,power_outage_hours,fuel_spend,daily_energy_spend,satisfaction,challenge,appliances,peak_energy_requirement_W,shortfall_frequency,willingness_to_pay,max_extra_hourly_fee,payment_method,payment_cycle,insufficient_action,microgrid_appeal,microgrid_factors,rental_concerns,recommend_likelihood,improvements,focus_group_interest,other_comments,photo,gps_latitude,gps_longitude,gps_altitude,gps_accuracy
ID-117,Shop,Metro Foods,"Abuja FCT, Nigeria",Retail Shop,,5-Feb,,"₦250,000–₦500,000",Mixed sources,11–18,Daily outages,"₦1,000–₦3,000","More than ₦5,000",Very dissatisfied,Unreliable availability of charged units,"POS terminal, Fan, TV",500 W,4–6 times per week,"₦4,000",₦500,Bank transfer,Weekly,Switch back to current method,Not appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","Unreliable availability of charged units, Maintenance/damage responsibility, High daily cost compared to current method",Would not recommend,More flexibility,No,-,photo_117.jpg,9.320868292,7.279238342,521.161124,17.99618486
ID-118,Shop,Top Mart,"Abuja FCT, Nigeria",Office/Consulting,,10-Jun,,"₦500,000–₦1,000,000",Mixed sources,0–4,More than 6 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Dissatisfied,Noise or pollution (if using generator),"Mobile phone charger, TV, Lights, Fan",100 W,Rarely,"₦4,000",₦300,Bank transfer,Daily,Switch back to current method,Appealing,Lower rental cost due to shared surplus,Insufficient capacity to power all devices,Probably would recommend,Lower cost,No,I don’t know,photo_118.jpg,9.343456553,7.787856081,532.5992223,15.60306416
ID-119,Shop,Metro Foods,"Abuja FCT, Nigeria",Retail Shop,,More than 20,,"Above ₦1,000,000",None,11–18,2–4 hours,"More than ₦5,000","₦3,000–₦5,000",Very satisfied,High daily cost compared to current method,"POS terminal, Fridge, Machinery, Lights, Mobile phone charger",1000 W,Every day,"₦3,000",₦300,Bank transfer,Weekly,Rent an additional battery,Not appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Difficulty/delay in exchanging batteries, Unreliable availability of charged units, Insufficient capacity to power all devices",Would not recommend,Lower cost,No,None,photo_119.jpg,9.333684627,7.394197615,543.0149492,10.81060879
ID-120,MSME,Metro Ventures,"Abuja FCT, Nigeria",Retail Shop,,5-Feb,,"Above ₦1,000,000",Fossil generator,5–10,Daily outages,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,Noise or pollution (if using generator),"Lights, POS terminal, Fan",1000 W,Rarely,"₦5,000",₦300,Cash,Daily,Top up with generator/fuel,Not appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","Insufficient capacity to power all devices, Unreliable availability of charged units",Would not recommend,Lower cost,Yes,Beyond,photo_120.jpg,9.29680859,7.337715581,544.3685864,12.57592901
ID-121,Shop,Capital Stores,"Abuja FCT, Nigeria",Mobile Trader,,5-Feb,,"₦500,000–₦1,000,000",National Grid,11–18,2–4 hours,"More than ₦5,000","More than ₦5,000",Satisfied,High daily cost compared to current method,"Machinery, POS terminal",500 W,Rarely,"₦5,000",₦300,Cash,Daily,Rent an additional battery,Moderately appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly","High daily cost compared to current method, Maintenance/damage responsibility",Probably would recommend,None,Yes,-,photo_121.jpg,9.26872973,7.362236178,533.7051253,16.19541554
ID-122,Shop,Metro Foods,"Abuja FCT, Nigeria",Workshop,,20-Nov,,"₦50,000–₦250,000",Mixed sources,11–18,Daily outages,"₦3,000–₦5,000","₦1,000–₦3,000",Very dissatisfied,Unreliable availability of charged units,"POS terminal, Lights",300 W,Every day,"₦3,000",₦1000,POS/Mobile App,Monthly,Switch back to current method,Moderately appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus","Maintenance/damage responsibility, Difficulty/delay in exchanging batteries, High daily cost compared to current method",Would not recommend,Lower cost,No,I don’t know,photo_122.jpg,9.194374209,7.388824235,543.4169958,13.92460544
ID-123,Workshop,Golden Tech,"Abuja FCT, Nigeria",Workshop,,5-Feb,,"₦500,000–₦1,000,000",Mixed sources,11–18,Daily outages,"₦3,000–₦5,000","₦1,000–₦3,000",Very dissatisfied,Noise or pollution (if using generator),"Machinery, Mobile phone charger, Fridge, Lights",1000 W,4–6 times per week,"₦5,000",₦1000,Cash,Pay-as-you-use,Top up with generator/fuel,Slightly appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus, Reliable service (24/7 availability)","High daily cost compared to current method, Insufficient capacity to power all devices, Unreliable availability of charged units",Definitely would recommend,None,Yes,Beyond,photo_123.jpg,9.167622494,7.722105114,504.545185,17.318767
ID-124,Shop,Golden Collections,"Abuja FCT, Nigeria",Mobile Trader,,20-Nov,,"Above ₦1,000,000",Solar,11–18,Daily outages,"₦1,000–₦3,000","₦3,000–₦5,000",Very dissatisfied,Insufficient capacity to power all devices,"Fridge, TV",300 W,Every day,"₦5,000",₦300,Bank transfer,Daily,Rent an additional battery,Not appealing,Lower rental cost due to shared surplus,Insufficient capacity to power all devices,Would not recommend,Faster exchange,Yes,I don’t know,photo_124.jpg,9.034343609,7.698634927,515.1363276,13.48538071
ID-125,Household (non-business),,"Abuja FCT, Nigeria",Workshop,7,,"₦20,000–₦50,000",,None,0–4,2–4 hours,"₦3,000–₦5,000","More than ₦5,000",Very dissatisfied,Insufficient capacity to power all devices,"TV, Mobile phone charger, Lights, Fridge",2000 W,4–6 times per week,"₦4,000",₦500,Cash,Weekly,Top up with generator/fuel,Appealing,Lower rental cost due to shared surplus,"Unreliable availability of charged units, Maintenance/damage responsibility, Difficulty/delay in exchanging batteries",Probably would recommend,More flexibility,Yes,I don’t know,photo_125.jpg,9.430388366,7.667851472,500.4314788,19.7144606
ID-126,Workshop,Green Foods,"Abuja FCT, Nigeria",Workshop,,More than 20,,"₦500,000–₦1,000,000",Fossil generator,0–4,More than 6 hours,"₦3,000–₦5,000","₦1,000–₦3,000",Dissatisfied,Insufficient capacity to power all devices,"Lights, TV, Machinery, Mobile phone charger",300 W,4–6 times per week,"₦3,000",₦1000,Cash,Pay-as-you-use,Switch back to current method,Moderately appealing,Ability to charge/discharge flexibly,Unreliable availability of charged units,Definitely would recommend,Lower cost,No,Beyond,photo_126.jpg,9.309866799,7.687068478,503.8502643,10.36793276
ID-127,Workshop,Prime Collections,"Abuja FCT, Nigeria",Mobile Trader,,More than 20,,"₦50,000–₦250,000",National Grid,11–18,More than 6 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Very dissatisfied,Unreliable availability of charged units,"Fridge, POS terminal, Lights",2000 W,Rarely,"₦4,000",₦300,Cash,Monthly,Rent an additional battery,Not appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability)","High daily cost compared to current method, Maintenance/damage responsibility",Would not recommend,Better monitoring,No,None,photo_127.jpg,9.363048943,7.617108073,522.8194006,15.93541253
ID-128,Workshop,Green Solutions,"Abuja FCT, Nigeria",Office/Consulting,,More than 20,,"₦250,000–₦500,000",National Grid,11–18,Daily outages,"More than ₦5,000","₦3,000–₦5,000",Dissatisfied,Unreliable availability of charged units,"Fridge, Mobile phone charger, Lights, Fan, Machinery",2000 W,Rarely,"₦6,000",₦300,POS/Mobile App,Pay-as-you-use,Top up with generator/fuel,Not appealing,Reliable service (24/7 availability),"Difficulty/delay in exchanging batteries, Maintenance/damage responsibility, Unreliable availability of charged units",Probably would recommend,Faster exchange,No,-,photo_128.jpg,9.56671234,7.580656123,532.704085,17.26724489
ID-129,Shop,Prime Tech,"Abuja FCT, Nigeria",Repair/Services,,10-Jun,,"Above ₦1,000,000",Mixed sources,11–18,2–4 hours,"₦1,000–₦3,000","More than ₦5,000",Very satisfied,Noise or pollution (if using generator),"Fridge, TV, Machinery, POS terminal",2000 W,1–3 times per week,"₦7,000",₦300,Cash,Monthly,Rent an additional battery,Not appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","Unreliable availability of charged units, High daily cost compared to current method, Maintenance/damage responsibility",Would not recommend,None,Yes,None,photo_129.jpg,9.475454522,7.453266308,534.0960669,16.68283069
ID-130,Household (non-business),,"Abuja FCT, Nigeria",Repair/Services,2,,"₦20,000–₦50,000",,Mixed sources,11–18,Daily outages,"₦1,000–₦3,000","₦3,000–₦5,000",Very dissatisfied,Insufficient capacity to power all devices,"Fridge, Machinery",100 W,4–6 times per week,"₦5,000",₦300,POS/Mobile App,Daily,Switch back to current method,Not appealing,Lower rental cost due to shared surplus,"High daily cost compared to current method, Difficulty/delay in exchanging batteries, Maintenance/damage responsibility",Definitely would recommend,Faster exchange,Yes,None,photo_130.jpg,9.041637867,7.450136785,539.5517127,13.39490834
ID-131,Workshop,Prime Stores,"Abuja FCT, Nigeria",Retail Shop,,Just me (sole proprietor),,"₦50,000–₦250,000",Fossil generator,11–18,More than 6 hours,"More than ₦5,000","More than ₦5,000",Very satisfied,Unreliable availability of charged units,"TV, Mobile phone charger, Fan",100 W,4–6 times per week,"₦5,000",₦500,Cash,Monthly,Top up with generator/fuel,Not appealing,"Ability to charge/discharge flexibly, Lower rental cost due to shared surplus",Unreliable availability of charged units,Definitely would recommend,None,No,None,photo_131.jpg,9.439626709,7.579867774,528.9409378,13.06313905
ID-132,Shop,Golden Stores,"Abuja FCT, Nigeria",Mobile Trader,,Just me (sole proprietor),,"₦50,000–₦250,000",Mixed sources,11–18,2–4 hours,"More than ₦5,000","₦3,000–₦5,000",Dissatisfied,Noise or pollution (if using generator),"Fridge, TV",200 W,1–3 times per week,"₦5,000",₦500,POS/Mobile App,Weekly,Rent an additional battery,Appealing,Lower rental cost due to shared surplus,"Maintenance/damage responsibility, High daily cost compared to current method, Insufficient capacity to power all devices",Probably would recommend,More flexibility,No,None,photo_132.jpg,9.249006813,7.749532905,519.5531676,18.50004134
ID-133,Workshop,Bright Tech,"Abuja FCT, Nigeria",Mobile Trader,,Just me (sole proprietor),,"Above ₦1,000,000",Mixed sources,5–10,More than 6 hours,"More than ₦5,000","₦3,000–₦5,000",Satisfied,High daily cost compared to current method,"Fridge, TV",200 W,Every day,"₦4,000",₦500,Bank transfer,Weekly,Rent an additional battery,Appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus","Difficulty/delay in exchanging batteries, Unreliable availability of charged units",Would not recommend,Lower cost,Yes,Beyond,photo_133.jpg,9.28108093,7.507407429,534.1884722,12.43479163
ID-134,Household (non-business),,"Abuja FCT, Nigeria",Workshop,6,,"₦100,000–₦200,000",,Solar,5–10,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Satisfied,Unreliable availability of charged units,"Lights, TV, Machinery, POS terminal",2000 W,Every day,"₦7,000",₦1000,POS/Mobile App,Weekly,Rent an additional battery,Moderately appealing,"Reliable service (24/7 availability), Ability to charge/discharge flexibly","Difficulty/delay in exchanging batteries, Maintenance/damage responsibility, Insufficient capacity to power all devices",Probably would recommend,More flexibility,Yes,I don’t know,photo_134.jpg,9.145518423,7.667904296,523.8437218,14.39829736
ID-135,Household (non-business),,"Abuja FCT, Nigeria",Retail Shop,2,,"₦50,000–₦100,000",,None,5–10,2–4 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Satisfied,High daily cost compared to current method,"TV, Machinery, Fan",300 W,Every day,"₦5,000",₦300,Bank transfer,Pay-as-you-use,Switch back to current method,Moderately appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability)","Difficulty/delay in exchanging batteries, Maintenance/damage responsibility, Unreliable availability of charged units",Definitely would recommend,Lower cost,Yes,I don’t know,photo_135.jpg,9.156973636,7.554415246,538.4552838,19.1009188
ID-136,Workshop,Royal Stores,"Abuja FCT, Nigeria",Repair/Services,,More than 20,,"₦500,000–₦1,000,000",None,11–18,More than 6 hours,"More than ₦5,000","₦1,000–₦3,000",Very dissatisfied,High daily cost compared to current method,"TV, Mobile phone charger, Fan",100 W,Rarely,"₦4,000",₦300,Cash,Weekly,Rent an additional battery,Appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability), Ability to charge/discharge flexibly","Difficulty/delay in exchanging batteries, Unreliable availability of charged units, High daily cost compared to current method",Definitely would recommend,None,No,None,photo_136.jpg,9.011075412,7.603661297,508.9822323,18.70344404
ID-137,Workshop,Prime Mart,"Abuja FCT, Nigeria",Workshop,,20-Nov,,"₦500,000–₦1,000,000",Solar,5–10,2–4 hours,"₦3,000–₦5,000","₦3,000–₦5,000",Very satisfied,Unreliable availability of charged units,"Lights, Fan, Fridge, Machinery",1000 W,Rarely,"₦4,000",₦1000,Bank transfer,Pay-as-you-use,Switch back to current method,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus","Maintenance/damage responsibility, Unreliable availability of charged units, High daily cost compared to current method",Would not recommend,More flexibility,Yes,Beyond,photo_137.jpg,9.425881089,7.713769718,525.6588366,14.12291019
ID-138,Workshop,Prime Collections,"Abuja FCT, Nigeria",Mobile Trader,,10-Jun,,"₦500,000–₦1,000,000",None,0–4,More than 6 hours,"₦1,000–₦3,000","₦1,000–₦3,000",Satisfied,Noise or pollution (if using generator),"Fan, Mobile phone charger, TV",1000 W,4–6 times per week,"₦3,000",₦300,Bank transfer,Pay-as-you-use,Top up with generator/fuel,Slightly appealing,"Lower rental cost due to shared surplus, Ability to charge/discharge flexibly",Difficulty/delay in exchanging batteries,Probably would recommend,More flexibility,Yes,Beyond,photo_138.jpg,9.323368275,7.311212621,518.352557,17.0039026
ID-139,Household (non-business),,"Abuja FCT, Nigeria",Retail Shop,3,,"₦50,000–₦100,000",,Mixed sources,0–4,2–4 hours,"₦3,000–₦5,000","More than ₦5,000",Very satisfied,Insufficient capacity to power all devices,"TV, Fridge, Lights",100 W,1–3 times per week,"₦6,000",₦1000,Bank transfer,Pay-as-you-use,Switch back to current method,Moderately appealing,"Reliable service (24/7 availability), Lower rental cost due to shared surplus",Maintenance/damage responsibility,Would not recommend,Better monitoring,No,-,photo_139.jpg,9.101614143,7.595805625,504.1242839,19.25223031
ID-140,MSME,Prime Ventures,"Abuja FCT, Nigeria",Retail Shop,,20-Nov,,"₦50,000–₦250,000",Fossil generator,0–4,Daily outages,"More than ₦5,000","₦3,000–₦5,000",Satisfied,Unreliable availability of charged units,"Fan, POS terminal, Mobile phone charger, Machinery",300 W,Rarely,"₦6,000",₦300,Cash,Daily,Rent an additional battery,Slightly appealing,"Ability to charge/discharge flexibly, Reliable service (24/7 availability)",High daily cost compared to current method,Would not recommend,More flexibility,No,-,photo_140.jpg,9.54087686,7.214268604,524.5863726,12.03450505
ID-141,Shop,Prime Foods,"Abuja FCT, Nigeria",Mobile Trader,,5-Feb,,"₦250,000–₦500,000",National Grid,11–18,2–4 hours,"₦1,000–₦3,000","₦3,000–₦5,000",Very satisfied,Insufficient capacity to power all devices,"Lights, TV",300 W,4–6 times per week,"₦5,000",₦300,Bank transfer,Pay-as-you-use,Switch back to current method,Moderately appealing,"Lower rental cost due to shared surplus, Reliable service (24/7 availability)","Unreliable availability of charged units, High daily cost compared to current method, Difficulty/delay in exchanging batteries",Definitely would recommend,More flexibility,Yes,Beyond,photo_141.jpg,9.385875952,7.365670824,520.5853416,11.17224354
